team,season,week,off_plays,off_epa_per_play,off_success_rate,def_plays,def_epa_per_play_allowed,def_success_allowed,neutral_plays,neutral_pass_plays,neutral_pass_rate,league_neutral_pass_rate,proe,pace_plays,off_epa_per_play_4w,off_success_rate_4w,def_epa_per_play_allowed_4w,def_success_allowed_4w,pace_plays_4w,proe_4w,off_pass_attempts,off_rush_attempts,off_dropbacks
SEA,2013,10,84,0.310071150937577,0.5119047619047619,74,-0.03777919071101177,0.35135135135135137,17,9,0.5294117647058824,0.48536209553158705,0.044049669174295314,84,0.07577517588525695,0.4517866013767653,-0.06289287757890744,0.4133072054267707,77.5,0.003554794964874916,30,39,30
SF,2013,10,72,-0.20481635562464368,0.3333333333333333,81,-0.16247692908640846,0.35802469135802467,29,15,0.5172413793103449,0.48536209553158705,0.031879283778757816,72,0.1225829481027348,0.4624641623999505,-0.07103778413520287,0.4066660675219404,79.25,-0.051620467701220085,32,21,31
TB,2013,10,85,-0.02337406483496087,0.4,73,-0.042064985679122896,0.3835616438356164,22,6,0.2727272727272727,0.48536209553158705,-0.21263482280431434,85,0.013113754597913673,0.4261967313352402,0.10701604847610074,0.43657628758228073,90.25,-0.09449733699406136,27,37,25
TEN,2013,10,92,-0.11876303348018188,0.44565217391304346,81,-0.07113555916080389,0.41975308641975306,2,2,1.0,0.48536209553158705,0.514637904468413,92,-0.026262344931132213,0.4284673744073999,0.029668856128123713,0.4540436924472647,79.0,0.08522983672501235,49,24,46
WAS,2013,10,98,0.12713393061846556,0.4897959183673469,67,0.26044198960785214,0.5373134328358209,36,14,0.3888888888888889,0.48536209553158705,-0.09647320664269815,98,0.04088256357048793,0.47201476335214937,0.13853293884571205,0.5461883238446941,95.0,-0.11004979480195395,42,36,41
ARI,2013,11,89,0.07860214933365586,0.42696629213483145,83,-0.10443626313010083,0.39759036144578314,25,16,0.64,0.5251396648044693,0.11486033519553074,89,-0.03430935906153036,0.40857433413099964,-0.07619934709134699,0.43117120889977023,84.75,0.09848943719898168,45,21,45
ATL,2013,11,90,0.006525894344279928,0.4444444444444444,89,0.15379126214451805,0.4943820224719101,14,9,0.6428571428571429,0.5251396648044693,0.11771747805267363,90,-0.07928015506260865,0.38678317354787944,0.15922351432053708,0.46482396637275814,83.0,0.06656780151708833,51,21,47
BAL,2013,11,96,0.027900137147388916,0.4583333333333333,81,0.04949865329419131,0.4444444444444444,35,13,0.37142857142857144,0.5251396648044693,-0.15371109337589783,96,-0.01442573585393429,0.4049489459815547,0.014919728755960728,0.43213383838383834,89.0,-0.001117456325886279,41,37,38
BUF,2013,11,90,0.027563246993940943,0.37777777777777777,78,-0.26745244700977394,0.34615384615384615,20,8,0.4,0.5251396648044693,-0.12513966480446925,90,-0.11478204002822134,0.3804485012395763,-0.06658638646580502,0.4140763572874037,89.25,-0.064701727027982,31,34,31
CAR,2013,11,69,0.2366066281550647,0.4492753623188406,84,0.17357529573696065,0.5595238095238095,29,15,0.5172413793103449,0.5251396648044693,-0.007898285494124413,69,0.10431385840613527,0.43511153027314886,-0.06660946388321595,0.4254693949461391,79.75,0.07810764070652185,37,20,35
CHI,2013,11,81,0.04949865329419131,0.4444444444444444,96,0.027900137147388916,0.4583333333333333,32,14,0.4375,0.5251396648044693,-0.08763966480446927,81,0.07724127718155548,0.4591164270468366,0.04689074126135105,0.4845006184291899,84.5,0.015748502918121743,35,26,33
CIN,2013,11,86,-0.21142745012227177,0.3372093023255814,102,-0.3745241798807742,0.3627450980392157,10,6,0.6,0.5251396648044693,0.0748603351955307,86,-0.024088061787052903,0.4041610717940015,-0.19875582104463663,0.4052675811026349,93.5,0.024984501530426972,30,29,29
CLE,2013,11,102,-0.3745241798807742,0.3627450980392157,86,-0.21142745012227177,0.3372093023255814,13,7,0.5384615384615384,0.5251396648044693,0.013321873657069161,102,-0.06512686299318389,0.3946201575060393,0.01807256131120564,0.41822015556664105,87.5,0.045314854543356334,61,19,60
DEN,2013,11,99,0.050761335136175076,0.3939393939393939,101,-0.04305665430057965,0.38613861386138615,33,18,0.5454545454545454,0.5251396648044693,0.02031488065007614,99,0.06774712239782535,0.45973206902254804,-0.05040546278977595,0.42602524266338254,93.25,0.11229020875127763,44,36,40
DET,2013,11,95,0.0015247502390091153,0.4105263157894737,98,0.09902934759115033,0.3877551020408163,27,15,0.5555555555555556,0.5251396648044693,0.030415890751086305,95,0.036870504069095,0.4457982688882519,0.07733055267719964,0.4268730340370114,91.0,0.007830952729521598,49,24,48
GB,2013,11,71,-0.11991500114920854,0.38028169014084506,81,0.051185730023521024,0.4691358024691358,21,8,0.38095238095238093,0.5251396648044693,-0.14418728385208834,71,0.026971854156695476,0.46780316164104035,0.11189716826850094,0.47528036783373007,82.75,-0.12584670595256622,35,18,34
HOU,2013,11,97,-0.18700108448691127,0.4020618556701031,94,-0.1184782035061459,0.32978723404255317,19,13,0.6842105263157895,0.5251396648044693,0.15907086151132022,97,-0.07273595415631759,0.4313813409981916,-0.03933631485875735,0.4063848647457906,86.0,0.05346124758274991,51,21,50
IND,2013,11,89,0.19537398186077173,0.5393258426966292,71,0.1531084302362095,0.5633802816901409,20,9,0.45,0.5251396648044693,-0.07513966480446926,89,-0.0024683555820624106,0.46819232449388193,0.06322060698668523,0.43974531233748304,90.75,0.017315567290064157,42,26,41
JAX,2013,11,83,-0.10443626313010083,0.39759036144578314,89,0.07860214933365586,0.42696629213483145,18,10,0.5555555555555556,0.5251396648044693,0.030415890751086305,83,-0.07810243600458366,0.44797662351444895,0.1392837542869454,0.4751539577504404,81.25,-0.06329375589518703,45,16,44
KC,2013,11,101,-0.04305665430057965,0.38613861386138615,99,0.050761335136175076,0.3939393939393939,17,11,0.6470588235294118,0.5251396648044693,0.12191915872494252,101,0.01107003323608514,0.4385370954677885,-0.002642049161849621,0.3860210244447173,88.25,0.04574411278511456,55,23,50
LAC,2013,11,79,0.07845028030803543,0.4810126582278481,80,0.10086975844907875,0.5125,36,17,0.4722222222222222,0.5251396648044693,-0.052917442582247065,79,0.10489917214450736,0.4950234740347183,0.09306080571269557,0.5076255910165484,85.25,-0.036412502885374454,39,25,38
LV,2013,11,94,-0.1184782035061459,0.32978723404255317,97,-0.18700108448691127,0.4020618556701031,29,13,0.4482758620689655,0.5251396648044693,-0.07686380273550375,94,-0.14049851916636408,0.37940300438005864,-0.04155444250213665,0.43879221880820474,92.25,-0.015301321021405426,34,31,34
MIA,2013,11,80,0.10086975844907875,0.5125,79,0.07845028030803543,0.4810126582278481,43,28,0.6511627906976745,0.5251396648044693,0.1260231258932052,80,-0.012351828107553833,0.45274476135015984,0.018759097225679512,0.4505481763799549,83.25,0.08038378109914177,42,21,41
MIN,2013,11,92,-0.08970550031698062,0.41304347826086957,72,0.15762148617421629,0.5833333333333334,24,9,0.375,0.5251396648044693,-0.15013966480446927,92,0.08962293075733611,0.47480830480282243,0.16527077080601948,0.5226630377360024,78.25,-0.07518202341288367,42,31,39
NE,2013,11,84,0.17357529573696065,0.5595238095238095,69,0.2366066281550647,0.4492753623188406,34,17,0.5,0.5251396648044693,-0.025139664804469275,84,0.11206762311692584,0.507336564302322,0.04679524216261942,0.43633244863506426,90.5,0.03143077680478941,46,26,42
NO,2013,11,82,0.03493113555532366,0.524390243902439,77,0.02662763440983072,0.35064935064935066,33,22,0.6666666666666666,0.5251396648044693,0.14152700186219735,82,0.11132132454736479,0.5024049994370715,-0.005681741456745447,0.3943473036370617,90.25,0.15803543093228803,45,23,44
NYG,2013,11,81,0.051185730023521024,0.4691358024691358,71,-0.11991500114920854,0.38028169014084506,27,17,0.6296296296296297,0.5251396648044693,0.10448996482516038,81,-0.08584068022141744,0.41781366993484037,-0.2264408379025963,0.39017780305547745,86.0,-0.04224998485141597,43,23,40
NYJ,2013,11,78,-0.26745244700977394,0.34615384615384615,90,0.027563246993940943,0.37777777777777777,9,3,0.3333333333333333,0.5251396648044693,-0.19180633147113596,78,-0.1137260138310246,0.40213756253579264,0.07091457754864675,0.4373524253854808,89.0,-0.15444584657183397,35,23,33
PHI,2013,11,80,0.1507639969948087,0.525,95,0.05663308408203436,0.4631578947368421,8,6,0.75,0.5251396648044693,0.22486033519553073,80,0.12028876598894492,0.5060099573257468,-0.02137005997881944,0.44363558352402743,77.5,0.09652387485551459,36,29,33
PIT,2013,11,98,0.09902934759115033,0.3877551020408163,95,0.0015247502390091153,0.4105263157894737,34,20,0.5882352941176471,0.5251396648044693,0.0630956293131778,98,-0.009075816630514644,0.414189236685047,-0.014107476480401051,0.41872477172081357,91.0,0.042630507301156334,51,22,48
SEA,2013,11,72,0.15762148617421629,0.5833333333333334,92,-0.08970550031698062,0.41304347826086957,17,9,0.5294117647058824,0.5251396648044693,0.0042720999014130845,72,0.11133734392610284,0.47830175289191684,-0.047458018680259915,0.41602459673111847,73.5,-0.01652532820791995,24,26,23
SF,2013,11,77,0.02662763440983072,0.35064935064935066,82,0.03493113555532366,0.524390243902439,34,20,0.5882352941176471,0.5251396648044693,0.0630956293131778,77,0.12229923614310602,0.42915875812680426,-0.03668786720773751,0.4402026528877941,75.25,-0.01816556877917029,38,19,37
TB,2013,11,89,0.15379126214451805,0.4943820224719101,90,0.006525894344279928,0.4444444444444444,19,7,0.3684210526315789,0.5251396648044693,-0.15671861217289035,89,0.046267884038545204,0.4419490996983158,0.07524077462044816,0.4461248986933918,87.0,-0.11605199003728395,31,38,28
TEN,2013,11,71,0.1531084302362095,0.5633802816901409,89,0.19537398186077173,0.5393258426966292,24,13,0.5416666666666666,0.5251396648044693,0.016527001862197355,71,0.04881127196634943,0.4751095462792104,0.089923036693247,0.46082637263361714,79.5,0.08884334506784193,35,21,34
WAS,2013,11,95,0.05663308408203436,0.4631578947368421,80,0.1507639969948087,0.525,12,3,0.25,0.5251396648044693,-0.2751396648044693,95,0.021272154135249376,0.45260015540370685,0.13173491775893187,0.5407716571780273,94.25,-0.137061983730344,47,34,44
ARI,2013,12,93,0.1696918449217231,0.40860215053763443,74,-0.1973416573429744,0.40540540540540543,17,8,0.47058823529411764,0.5254470426409904,-0.05485880734687276,93,0.0459748361467931,0.4101813935045387,-0.12937796492979878,0.4132043784329397,85.0,0.038697812285340416,43,32,41
ATL,2013,12,81,0.02482303030947733,0.48148148148148145,73,0.11673114613736783,0.4383561643835616,49,32,0.6530612244897959,0.5254470426409904,0.12761418184880546,81,-0.047201032765066445,0.41401628901628895,0.17890124201794425,0.48194725404399097,77.75,0.06986990640305918,48,20,46
BAL,2013,12,80,-0.0624957207262386,0.3875,74,-0.2795425172953401,0.32432432432432434,21,9,0.42857142857142855,0.5254470426409904,-0.09687561406956186,80,-0.05531396465996835,0.3893239459815547,-0.08843243251513472,0.3777982527982528,89.0,-0.03248270130669138,33,31,31
CAR,2013,12,91,-0.033415839233939246,0.38461538461538464,83,-0.10649414903462234,0.3855421686746988,19,10,0.5263157894736842,0.5254470426409904,0.0008687468326937786,91,0.043931317171757786,0.4187653764269951,-0.08002726848132916,0.4142967975799301,82.5,0.01918040041312541,45,25,43
CHI,2013,12,96,-0.030619435237561558,0.46875,70,0.2673970089486536,0.45714285714285713,0,0,,0.5254470426409904,,96,0.025097398036682712,0.4396372603801699,0.0799713130427673,0.4635822510822511,89.75,0.008513155405980521,55,24,50
CLE,2013,12,91,-0.24799803129008952,0.3626373626373626,84,-0.039009272867737005,0.4166666666666667,20,10,0.5,0.5254470426409904,-0.025447042640990403,91,-0.12480277691790671,0.37608409586652936,-0.03566459070643485,0.4016003053793752,88.5,0.0588102367402516,58,15,58
DAL,2013,12,84,0.06256226459644369,0.4880952380952381,85,0.005881782792909825,0.4823529411764706,19,12,0.631578947368421,0.5254470426409904,0.10613190472743061,84,0.03556061689718121,0.45044363918742025,0.08546878695058488,0.5177281780005628,77.25,0.011409626280032809,45,18,43
DEN,2013,12,114,-0.03261937334477107,0.4473684210526316,106,-0.03350245003585347,0.5,25,11,0.44,0.5254470426409904,-0.0854470426409904,114,0.052930160615763736,0.47843691938374516,-0.0706605698928681,0.433236781124921,96.25,0.07209511475769668,42,48,38
DET,2013,12,93,-0.14792433905603614,0.40860215053763443,70,-0.10712646069541422,0.3142857142857143,49,29,0.5918367346938775,0.5254470426409904,0.06638969205288714,93,-0.024458666152791016,0.4511746129742734,0.0028723804618194307,0.387023409976861,91.0,0.016812991127358776,51,25,48
GB,2013,12,119,0.09137452824330838,0.4117647058823529,100,0.14721756729742536,0.51,34,19,0.5588235294117647,0.5254470426409904,0.033376486770774316,119,-0.036023969870934494,0.4336475639180802,0.104032533383374,0.48337738275910314,89.25,-0.1043393189537502,64,29,60
HOU,2013,12,71,-0.22451772957443403,0.38028169014084506,85,-0.07048260944322735,0.3764705882352941,17,11,0.6470588235294118,0.5254470426409904,0.1216117808884214,71,-0.12731660722685573,0.4313813409981916,-0.048043420492948706,0.399312035614138,86.0,0.08943562137628383,35,21,35
IND,2013,12,74,-0.1973416573429744,0.40540540540540543,93,0.1696918449217231,0.40860215053763443,9,6,0.6666666666666666,0.5254470426409904,0.14121962402567623,74,-0.0636832645119348,0.4517552143067717,0.09898144977124718,0.4487585950699308,83.25,0.027834759010768942,47,13,43
JAX,2013,12,85,-0.07048260944322735,0.3764705882352941,71,-0.22451772957443403,0.38028169014084506,42,19,0.4523809523809524,0.5254470426409904,-0.07306609026003802,85,-0.07896613190389049,0.41362204835105026,0.03615559905923397,0.4509061984674698,84.5,-0.12122694512686319,40,27,38
KC,2013,12,84,0.24461448040658554,0.5476190476190477,93,0.2908864192202533,0.5161290322580645,34,19,0.5588235294117647,0.5254470426409904,0.033376486770774316,84,0.08113720006434699,0.47425138118207427,0.07162833496628408,0.4199828599740222,88.25,0.06390073447780814,45,18,41
LA,2013,12,70,0.2673970089486536,0.45714285714285713,96,-0.030619435237561558,0.46875,18,7,0.3888888888888889,0.5254470426409904,-0.1365581537521015,70,0.033393520605049354,0.41827657599771545,-0.1057556721973159,0.41512575673894697,79.75,-0.15023406628471236,27,26,25
LAC,2013,12,93,0.2908864192202533,0.5161290322580645,84,0.24461448040658554,0.5476190476190477,23,10,0.43478260869565216,0.5254470426409904,-0.09066443394533824,93,0.1306220541154678,0.5047375502810526,0.17097138227584197,0.5160581306990881,86.5,-0.024183874529603744,44,26,41
LV,2013,12,74,0.03146987803824189,0.4864864864864865,99,0.0880142809515941,0.37373737373737376,42,22,0.5238095238095238,0.5254470426409904,-0.0016375188314665667,74,-0.096134283464082,0.41558158802699674,0.01593928328911078,0.43279474406073,91.0,-0.0075474354231496316,35,22,33
MIA,2013,12,83,-0.10649414903462234,0.3855421686746988,91,-0.033415839233939246,0.38461538461538464,38,23,0.6052631578947368,0.5254470426409904,0.07981611525374643,83,-0.022171939313007476,0.4408828808384222,0.002439981110964237,0.42622009482295775,79.75,0.0988856906033162,47,15,47
MIN,2013,12,100,0.14721756729742536,0.51,119,0.09137452824330838,0.4117647058823529,37,14,0.3783783783783784,0.5254470426409904,-0.147068664262612,100,0.08175829587220917,0.48290531972819556,0.10227494677838951,0.48850744001304225,86.5,-0.08295259083908091,38,42,37
NE,2013,12,106,-0.03350245003585347,0.5,114,-0.03261937334477107,0.4473684210526316,25,14,0.56,0.5254470426409904,0.03455295735900965,106,0.11758871825682166,0.5248365643023221,0.04978151568057181,0.45082942115485936,92.0,-0.029900680825155138,56,31,53
NO,2013,12,73,0.11673114613736783,0.4383561643835616,81,0.02482303030947733,0.48148148148148145,34,20,0.5882352941176471,0.5254470426409904,0.06278825147665668,73,0.1265741974549658,0.5024434787352091,0.03475692850643532,0.41989008780053555,86.25,0.13298271562931377,35,23,35
NYG,2013,12,85,0.005881782792909825,0.4823529411764706,84,0.06256226459644369,0.4880952380952381,11,5,0.45454545454545453,0.5254470426409904,-0.07090158809553587,85,-0.0682456892598649,0.4460106008811319,-0.1483977281999646,0.43748896890112604,84.25,-0.057975381875299936,36,31,32
NYJ,2013,12,74,-0.2795425172953401,0.32432432432432434,80,-0.0624957207262386,0.3875,15,7,0.4666666666666667,0.5254470426409904,-0.05878037597432373,74,-0.17247052630071447,0.3858735108735109,0.06918735501594629,0.4267274253854808,79.25,-0.12249808342255775,31,26,29
PIT,2013,12,84,-0.039009272867737005,0.4166666666666667,91,-0.24799803129008952,0.3626373626373626,22,14,0.6363636363636364,0.5254470426409904,0.11091659372264595,84,0.016662020705900008,0.4189240851698955,-0.03961021811020181,0.4239410744054707,90.0,0.07852292103794026,34,32,33
SF,2013,12,73,0.010857484084317028,0.4246575342465753,77,-0.31518675430826026,0.37662337662337664,20,10,0.5,0.5254470426409904,-0.025447042640990403,73,0.060492443206849995,0.41484121397760465,-0.12813566093019374,0.4299281172968028,72.75,-0.004670186582275027,30,26,30
TB,2013,12,70,-0.10712646069541422,0.3142857142857143,93,-0.14792433905603614,0.40860215053763443,25,8,0.32,0.5254470426409904,-0.2054470426409904,70,0.032692001525234035,0.41296238873486063,-0.013768891569453538,0.4357754363278004,83.0,-0.17710762824855197,26,22,25
TEN,2013,12,99,0.0880142809515941,0.37373737373737376,74,0.03146987803824189,0.4864864864864865,44,25,0.5681818181818182,0.5254470426409904,0.04273477554082783,99,0.05816373705885679,0.46411350996671846,0.033269342245472205,0.4619660665443953,84.5,0.1372413246673346,53,26,49
WAS,2013,12,77,-0.31518675430826026,0.37662337662337664,73,0.010857484084317028,0.4246575342465753,18,8,0.4444444444444444,0.5254470426409904,-0.08100259819654598,77,0.004943826418967567,0.446755999559551,0.13285617985311662,0.515492741770599,91.0,-0.14914936797335804,36,24,35
ARI,2013,13,85,0.009646618289012235,0.4588235294117647,95,0.019389142877387223,0.47368421052631576,23,12,0.5217391304347826,0.5263157894736842,-0.004576659038901587,85,0.03888143188211137,0.4324215224328224,-0.09865731449027912,0.43848817616255786,88.0,0.014466912831737455,48,22,46
ATL,2013,13,113,0.09693405858186449,0.4690265486725664,85,0.10197229127338044,0.47058823529411764,47,29,0.6170212765957447,0.5263157894736842,0.0907054871220605,113,0.022625948131152495,0.4365759564874609,0.1706414626232108,0.4788077960135878,89.5,0.11266876287298813,58,30,54
BAL,2013,13,81,0.16231386148071444,0.38271604938271603,81,0.1509285953698572,0.48148148148148145,21,11,0.5238095238095238,0.5263157894736842,-0.0025062656641603454,81,-0.011210283459062727,0.3940938674181428,-0.06046897215215359,0.39589589589589586,87.25,-0.05366138620792081,39,21,38
BUF,2013,13,85,0.10197229127338044,0.47058823529411764,113,0.09693405858186449,0.4690265486725664,31,14,0.45161290322580644,0.5263157894736842,-0.07470288624787774,85,-0.05505605482406481,0.40326797385620916,-0.05628278544707985,0.42178243265779247,88.75,-0.06385054692019264,34,30,33
CAR,2013,13,76,0.06297699987252849,0.4473684210526316,65,-0.2345734088972675,0.3230769230769231,17,11,0.6470588235294118,0.5263157894736842,0.12074303405572762,76,0.025922714926811363,0.4098209648362203,-0.0930771544548932,0.4003690586521912,79.25,0.02583784996567748,31,33,31
CHI,2013,13,88,-0.023920492279880502,0.4318181818181818,107,-0.01279000388953396,0.4485981308411215,43,24,0.5581395348837209,0.5263157894736842,0.03182374541003674,88,-0.002160530388634652,0.4373767520712745,0.08421167934530795,0.4611484504591981,88.5,0.007107328357993474,42,26,40
CIN,2013,13,73,0.09942039707368443,0.6164383561643836,78,-0.03170501430161132,0.358974358974359,31,15,0.4838709677419355,0.5263157894736842,-0.04244482173174868,73,-0.07166703120529712,0.4315583320679741,-0.15494674672696612,0.3878683137033675,93.5,0.022536561403612237,24,38,24
CLE,2013,13,97,-0.005777259966723323,0.422680412371134,95,0.05120666538886585,0.49473684210526314,44,24,0.5454545454545454,0.5263157894736842,0.019138755980861233,97,-0.14730617930491358,0.38928844553465536,-0.05333273023101274,0.4030622936834687,94.5,0.03499348515923639,46,29,44
DAL,2013,13,87,0.04314220943652349,0.5172413793103449,80,-0.014911582129068745,0.475,34,13,0.38235294117647056,0.5263157894736842,-0.14396284829721362,87,0.04054929868560471,0.46936437362539607,0.08318455416053275,0.5102155517379365,79.75,-0.01641782048814816,37,30,34
DEN,2013,13,85,0.3178220654545866,0.4588235294117647,88,0.18796728200507803,0.4431818181818182,29,14,0.4827586206896552,0.5263157894736842,-0.04355716878402899,85,0.13079256805251588,0.4616995027676142,0.038799611469184654,0.44403223567037553,93.25,0.045931587867811874,39,28,35
DET,2013,13,97,0.0999198937538076,0.5670103092783505,58,-0.3320087392360334,0.3275862068965517,35,18,0.5142857142857142,0.5263157894736842,-0.012030075187969946,97,0.0019649700278759445,0.4666645640312348,-0.0859266749178963,0.35853035131138855,90.5,0.012353353021104116,36,41,36
GB,2013,13,58,-0.3320087392360334,0.3275862068965517,97,0.0999198937538076,0.5670103092783505,15,8,0.5333333333333333,0.5263157894736842,0.007017543859649145,58,-0.11158828740501872,0.4009607823088848,0.10773470146647866,0.5149149063152499,85.75,-0.057288837188312985,29,14,28
HOU,2013,13,76,0.14610607716723142,0.47368421052631576,87,0.2097227970215494,0.5287356321839081,37,20,0.5405405405405406,0.5263157894736842,0.01422475106685639,76,-0.09441330431488557,0.4333251209024978,-0.020413225235942384,0.41757189302720354,83.0,0.10755873827685619,32,27,31
IND,2013,13,83,-0.04345476519030048,0.39759036144578314,92,-0.1200440178628278,0.42391304347826086,32,18,0.5625,0.5263157894736842,0.03618421052631582,83,-0.09934745980789096,0.4372287540353061,0.06534722892570251,0.43825958321222336,84.25,0.029225518553983934,43,20,40
JAX,2013,13,95,0.05120666538886585,0.49473684210526314,97,-0.005777259966723323,0.422680412371134,51,28,0.5490196078431373,0.5263157894736842,0.02270381836945312,95,-0.04871194158631655,0.42213771955152335,-0.06761396842192084,0.4188951421399635,86.0,-0.02405439189504413,46,29,43
KC,2013,13,88,0.18796728200507803,0.4431818181818182,85,0.3178220654545866,0.4588235294117647,26,17,0.6538461538461539,0.5263157894736842,0.12753036437246967,88,0.09765921469382216,0.46282461350530657,0.13002476393460466,0.44222298890230577,87.75,0.07105185403494274,50,22,46
LA,2013,13,86,-0.05446174845289357,0.46511627906976744,84,0.057344120338252015,0.42857142857142855,4,1,0.25,0.5263157894736842,-0.2763157894736842,86,0.06223424678678608,0.4204252109825486,-0.053736860732641174,0.44439976142278775,78.25,-0.1932926054898681,46,24,44
LAC,2013,13,78,-0.03170501430161132,0.358974358974359,73,0.09942039707368443,0.6164383561643836,38,20,0.5263157894736842,0.5263157894736842,0.0,78,0.09535548835869277,0.4507311400246424,0.15802772022335543,0.5558060176125245,86.0,-0.05009313587193595,42,23,40
LV,2013,13,80,-0.014911582129068745,0.475,87,0.04314220943652349,0.5172413793103449,33,13,0.3939393939393939,0.5263157894736842,-0.13237639553429026,80,-0.10088936953878808,0.42808158802699675,-0.08136917881643946,0.43085508888831614,81.0,-0.05226508136334011,31,24,30
MIA,2013,13,93,0.01493596145579509,0.5161290322580645,71,-0.3047898111157412,0.38028169014084506,35,22,0.6285714285714286,0.5263157894736842,0.10225563909774438,93,-0.008188353702217842,0.4494332111920949,-0.07078235871915148,0.4114774332460195,82.25,0.13068319617827723,47,34,46
MIN,2013,13,107,-0.01279000388953396,0.4485981308411215,88,-0.023920492279880502,0.4318181818181818,34,12,0.35294117647058826,0.5263157894736842,-0.17337461300309592,107,0.07629101317469072,0.477238760484453,0.08805236318902743,0.4791780348503038,91.5,-0.12787514828932994,46,41,46
NE,2013,13,87,0.2097227970215494,0.5287356321839081,76,0.14610607716723142,0.47368421052631576,31,16,0.5161290322580645,0.5263157894736842,-0.01018675721561968,87,0.16205426120597854,0.5365385446374558,0.10311146102558161,0.4610030511060259,93.0,-0.0064269619657947585,43,27,42
NO,2013,13,78,-0.16484831015309737,0.3974358974358974,85,0.1630809486366322,0.47058823529411764,3,1,0.3333333333333333,0.5263157894736842,-0.19298245614035087,78,0.07987571515433606,0.4931068009202704,0.059513622996956006,0.4264260355129539,82.75,0.0332783897024433,43,16,39
NYG,2013,13,69,0.04552773420002382,0.4927536231884058,89,-0.07453654154476663,0.39325842696629215,26,15,0.5769230769230769,0.5263157894736842,0.05060728744939269,69,-0.041759218537627346,0.4686555284173638,-0.10838171216392777,0.4206719966953306,78.5,-0.009382516929051551,32,20,32
NYJ,2013,13,71,-0.3047898111157412,0.38028169014084506,93,0.01493596145579509,0.5161290322580645,17,9,0.5294117647058824,0.5263157894736842,0.003095975232198178,71,-0.19693265118657646,0.373801076265865,0.0004872766932297384,0.4290473546828736,76.0,-0.11356082430838577,34,21,33
PHI,2013,13,95,0.019389142877387223,0.47368421052631576,85,0.009646618289012235,0.4588235294117647,24,14,0.5833333333333334,0.5263157894736842,0.05701754385964919,95,0.18378620313052024,0.5092994310099573,-0.0038538682343347715,0.457797987616099,82.25,0.06537009755512074,43,31,40
PIT,2013,13,81,0.1509285953698572,0.48148148148148145,81,0.16231386148071444,0.38271604938271603,19,10,0.5263157894736842,0.5263157894736842,0.0,81,0.03880604151716396,0.4208734029086869,-0.0736371032653376,0.3801464025406234,86.5,0.06501967473320203,50,17,46
SEA,2013,13,85,0.1630809486366322,0.47058823529411764,78,-0.16484831015309737,0.3974358974358974,5,2,0.4,0.5263157894736842,-0.12631578947368416,85,0.18979036246537262,0.5180799592564298,-0.04621393292357414,0.40125313630748416,79.5,-0.045893391222599514,37,33,35
SF,2013,13,84,0.057344120338252015,0.42857142857142855,86,-0.05446174845289357,0.46511627906976744,32,21,0.65625,0.5263157894736842,0.12993421052631582,84,-0.027496779198060976,0.384302911700172,-0.12429857407305968,0.43103864773840195,76.5,0.04986552024431526,38,28,34
TB,2013,13,65,-0.2345734088972675,0.3230769230769231,76,0.06297699987252849,0.4473684210526316,13,6,0.46153846153846156,0.5263157894736842,-0.06477732793522262,65,-0.05282066807078114,0.38293616495863686,-0.03012160762958765,0.42099416496758174,77.25,-0.15989445138835445,29,19,27
TEN,2013,13,92,-0.1200440178628278,0.42391304347826086,83,-0.04345476519030048,0.39759036144578314,44,20,0.45454545454545453,0.5263157894736842,-0.07177033492822965,92,0.0005789149611984748,0.4516707182047047,0.028063383886977315,0.460788944262163,88.5,0.1255323367358021,43,32,42
WAS,2013,13,89,-0.07453654154476663,0.39325842696629215,69,0.04552773420002382,0.4927536231884058,38,22,0.5789473684210527,0.5263157894736842,0.052631578947368474,89,-0.05148907028813174,0.4307089041734644,0.1168978012217504,0.4949311475677005,89.75,-0.09999597267408623,41,30,41
ARI,2013,14,84,0.048650991243841035,0.4642857142857143,71,-0.19606024483139817,0.352112676056338,22,9,0.4090909090909091,0.5455861070911722,-0.13649519800026305,84,0.07664790094705806,0.43966942159248623,-0.11961225560677155,0.4071981633584606,87.75,-0.020267582297626666,36,31,33
ATL,2013,14,77,-0.04208351496715727,0.4805194805194805,84,-0.04155685430386624,0.4642857142857143,34,16,0.47058823529411764,0.5455861070911722,-0.07499787179705453,77,0.021549867067116122,0.4688679887794932,0.08273446131285,0.46690303410882594,90.25,0.06525981880662127,36,23,36
BAL,2013,14,102,0.02335782403720694,0.47058823529411764,86,0.025493241265432613,0.37209302325581395,52,30,0.5769230769230769,0.5455861070911722,0.031336969831904704,102,0.037769025484767925,0.42478440450254173,-0.013405506841464737,0.405585818376516,89.75,-0.05543900081942883,56,27,53
BUF,2013,14,89,-0.27981053613056933,0.33707865168539325,84,-0.06363682661826246,0.30952380952380953,5,3,0.6,0.5455861070911722,0.05441389290882781,89,-0.0901659978385581,0.3875376367775575,-0.07246992976769664,0.3805736414490013,87.25,-0.017697688418776544,48,18,44
CAR,2013,14,79,-0.046741008719973005,0.3670886075949367,81,0.15786585188140315,0.4691358024691358,18,8,0.4444444444444444,0.5455861070911722,-0.10114166264672775,79,0.05485669501842022,0.4120869438954484,-0.002406602578381503,0.4343196759361418,78.75,0.0031429581868923084,43,20,42
